,country,city,phase,start_year,end_year,rr,length,tunnelper,tunnel,elevated,atgrade,stations,platform_length_meters,anglo,real_cost_2021,cost_km_2021
214,UA,Kyiv,M3 to Vynohradar,2018,2022,0.0,3.7,1,3.7,0,0,2,,0.0,759.2208538663351,205.19482536927976
215,UA,Kyiv,M4,2021,2026,0.0,20,0.65,13,0,0,13,,0.0,6000.0,300.0
216,UA,Kharkiv,M3 extension,2018,2024,0.0,3.5,1,3.5,0,0,2,,0.0,1489.8,425.65714285714284
217,TW,Taipei,Sanying Line,2016,2023,0.0,14.29,0,0,0,0,12,,0.0,3532.9323335562885,247.231094020734
218,TW,Taipei,Danhai LRT,2014,2024,0.0,14,0,0,0,0,20,,0.0,1146.9825563421068,81.92732545300763
219,TW,Taipei,Circular Line first section,2011,2020,0.0,15.4,0.07,1.1,0,0,14,,0.0,5311.5548157305175,344.906156865618
220,TW,Taipei,Airport MRT,2006,2017,0.0,51,0.21,10.7,0,0,22,,0.0,9106.627355860923,178.5613207031554
221,TW,Taipei,Taoyuan MRT Green Line,2019,2026,0.0,27.8,0.45,12.5,0,0,21,,0.0,6524.7296,234.70250359712227
222,TW,Taipei,Taoyuan MRT Brown Line,2019,2028,0.0,11.5,0,0,0,0,8,,0.0,1359.6621305276826,118.23148961110284
223,TW,Taipei,Taoyuan Underground,2019,2030,1.0,17.9,1,17.9,0,0,8,,0.0,7011.84,391.722905027933
224,TW,Kaohsiung,Red and Orange Lines,2001,2008,0.0,43,0.74,31.8,0,0,38,,0.0,17268.52075383801,401.5935059032096
225,TW,Kaohsiung,Urban Railway Underground,2008,2018,1.0,15.4,1,15.4,0,0,10,,0.0,7713.448348665206,500.8732693938445
226,TW,Tainan,Underground Project,2019,2024,1.0,8.2,1,8.2,0,0,3,,0.0,1949.5040000000001,237.74439024390247
227,TW,Taichung,Green Line,2010,2020,0.0,16.7,0,0,0,0,18,,0.0,4504.38370874663,269.7235753740497
228,AU,Perth,Forrestfield-Airport Link,2016,2021,1.0,8.5,1,8.5,0,0,3,,1.0,1384.9191699156136,162.93166704889572
229,JP,Tokyo,Yurikamome,1988,1995,0.0,12,0,0,0,0,12,,0.0,1828.5103348017624,152.3758612334802
230,AR,Buenos Aires,RER,2020,2026,1.0,20,1,20,0,0,4,,0.0,4646.0,232.3
231,DE,Nuremberg,U3 extension to Grossreuth,2014,2020,0.0,1.1,1,1.1,0,0,1,90,0.0,99.15963201697129,90.14512001542845
232,DE,Cologne,North-South Stadtbahn,2003,2015,0.0,4,1,4,0,0,6,,0.0,1707.6375636836538,426.90939092091344
233,DE,Berlin,U8 to Wittenau,1985,1994,0.0,3.6,1,3.6,0,0,4,100,0.0,707.7586346793607,196.59962074426687
234,DE,Berlin,U2 to Pankow,1997,2000,0.0,0.8,1,0.8,0,0,1,100,0.0,116.69996319018406,145.87495398773007
235,DE,Frankfurt,U-Bahn Europaviertel,2019,2025,0.0,2.7,0.52,1.4,0,0,4,,0.0,485.55,179.83333333333331
236,PE,Lima,Line 2,2014,2025,0.0,35,1,35,0,0,35,,0.0,11752.558107151377,335.7873744900394
237,MY,Kuala Lumpur,Kajang Line,2012,2017,0.0,51,0.19,9.5,0,0,31,,0.0,16825.742599351175,329.91652155590543
238,MY,Kuala Lumpur,Putrajaya Line (MRT 2),2016,2023,0.0,52.2,0.26,13.5,0,0,41,,0.0,22651.05148695322,433.9281894052341
239,TR,Istanbul,M2,1992,2014,0.0,23.5,0.9148936170212766,21.5,0,0,17,180,0.0,7392.76847826087,314.5858926919519
240,TR,Istanbul,M3 Phase 1,2006,2013,0.0,16.1,1,15.9,0,0,11,180,0.0,2672.2213009502148,165.97647831988908
241,TR,Istanbul,M4 Phase 1,2005,2012,0.0,21.7,1,21.7,0,0,16,180,0.0,2789.1834555344763,128.5337997942155
242,TR,Istanbul,M4 Phase 2,2013,2016,0.0,4.4,1,4.4,0,0,3,180,0.0,397.0511862018336,90.23890595496216
243,TR,Istanbul,M5 Phase 1,2011,2018,0.0,19.7,1,19.7,0,0,16,140,0.0,2277.1279950383305,115.59025355524523
244,TR,Istanbul,BC1,2004,2013,1.0,13.6,1,13.6,0,0,4,225,0.0,3914.304418352079,287.8165013494176
245,TR,Istanbul,CR3,2011,2019,1.0,63,0,0,0,0,36,225,0.0,3413.062514503179,54.17559546830442
246,TR,Istanbul,M7 Phase1-2,2014,2024,0.0,23.75,0.9621,22.85,0,0,19,180,0.0,2849.002217815276,119.95798811853793
247,TR,Izmir,M1 (Phase 1),1995,2000,0.0,11.6,0.2931,3.4,0,0,10,,0.0,1994.871165644172,171.9716522107045
248,TR,Izmir,M1  (Phase 2),2005,2014,0.0,5.35,1,5.35,0,0,6,,0.0,344.4660270756136,64.38617328516143
249,TR,Izmir,M1 (Phase 3),2010,2012,0.0,2.25,1,2.25,0,0,2,,0.0,127.69159638835418,56.75182061704631
250,TR,Ankara,M4,2003,2017,0.0,9.22,1,9.22,0,0,9,,0.0,1366.9286788714826,148.25690660211308
251,TR,Bursa,Bursaray,1997,2014,0.0,39,0.1603,6.25,0,0,38,,0.0,1199.6067708333335,30.759147970085476
253,CN,Beijing,Line 4,2004,2009,0.0,28.2,0.9516666666666667,26.837,0,0,24,117,0.0,7509.215541935484,266.2842390757264
257,CN,Beijing,Capital Airport Express west extenion,2016,2020,0.0,1.83,1,1.83,,,1,68,0.0,460.344801220197,251.5545361859
258,CN,Beijing,Line 13,1999,2003,0.0,40.85,0,0,13.855,26.995,17,117,0.0,3921.7296176470595,96.0031730146159
261,CN,Shanghai,Line 1 (Shanghai Railway Station to Jinjiang Park),1990,1995,0.0,16.1,0.6502859413270686,10.469603655365805,,,13,,0.0,3497.984445538058,217.26611462969302
262,CN,Shanghai,Line 2 Phase 1,1995,1999,0.0,16.3,1,16.3,0,0,12,,0.0,8047.3111548556435,493.7000708500395
263,CN,Shanghai,Line 2 Eastern Extension 1,1999,2000,0.0,2.72,0.3198529412,0.87,0.305,1.5718,1,,0.0,187.89084197058824,69.0775154303633
264,CN,Shanghai,Line 2 Western Extension 1,2001,2006,0.0,6.155,1,6.155,0,0,4,,0.0,1776.4229456167284,288.61461342270155
265,CN,Shanghai,Line 2 Eastern Extension 2,2006,2010,0.0,30.8,0.698051948051948,21.5,8.565,0.983,10,,0.0,4373.568541079317,141.99897860647133
266,CN,Shanghai,Line 2 Western Extension 2,2005,2010,0.0,8.53,0.6502859413270686,5.546939079519895,,,3,,0.0,931.9968265032835,109.26105820671555
267,CN,Shanghai,Line 3,1997,2000,0.0,24.975,0,0,21.605,3.375,14.24924531095098,,0.0,5565.600782944785,222.8468781959874
268,CN,Shanghai,Line 3 Northern Extension,2001,2006,0.0,15.365,0.128799219,1.979,13.395,0.1306,10,,0.0,1641.8147569444448,106.8541983042268
269,CN,Shanghai,Line 4 Phase 1,2000,2005,0.0,22.032,0.9432643428,20.782,1.285,0.0368,9,,0.0,6151.8930967741935,279.22535842293905
270,CN,Shanghai,Line 5 Phase 1,2000,2002,0.0,17.206,0,0,16.7,0.51,11,,0.0,1935.2184727272731,112.47346697240921
271,CN,Shanghai,Line 5 Southern Extension,2014,2018,0.0,19.628,0.3946912574,7.747,11.9743,0,9,,0.0,3009.224888982405,153.31286371420447
272,CN,Shanghai,Line 7 Phase 1,2005,2009,0.0,34.388,1,34.388,0,0,28,,0.0,8138.0390224845905,236.65345534734766
273,CN,Shanghai,Line 7 Northern Extension,2009,2011,0.0,9.978,0.7025456003,7.01,2.515,0.479,5,,0.0,1176.9255925083464,117.95205376912672
274,CN,Shanghai,Line 8 Phase 2,2004,2009,0.0,14.44,0.5706371191135734,8.24,6.2092,0,8,,0.0,2134.8551377151725,147.84315358138315
275,CN,Shanghai,Line 9 Phase 1,2003,2008,0.0,30.687,0.4817023495,14.782,15.9588,0,13,,0.0,7532.433129125002,245.46006873024413
276,CN,Shanghai,Line 9 Phase 2,2005,2009,0.0,14.5,1,14.5,0,0,10,,0.0,3890.5919177011892,268.31668397939234
277,CN,Shanghai,Line 9 Phase 3,2009,2012,0.0,5.372,1,5.372,0,0,3.064942775192339,,0.0,1043.8364456836775,194.31058184729665
278,CN,Shanghai,Line 9 Phase 3 Eastern Extension,2013,2017,0.0,13.828,1,13.828,,,9,138,0.0,3749.8117661602337,271.17527958925615
279,CN,Shanghai,Line 10 Phase 1,2005,2010,0.0,36.221,1,36.221,0,0,31,138,0.0,10350.541182394305,285.76077917214616
280,CN,Shanghai,Line 11 Phase 1,2007,2009,0.0,46.008,0.4711354547,21.676,24.3853,0,21,,0.0,7512.6109366799365,163.28923093114102
281,CN,Shanghai,Line 11 Phase 2,2008,2013,0.0,22.886,0.6502859413270686,14.882444053211293,,,13,,0.0,4116.997607498381,179.8915322685651
282,CN,Shanghai,Line 11 Huaqiao,2008,2013,0.0,6,0,0,6,0,3,,0.0,587.1445103173548,97.85741838622582
284,CN,Xuzhou,Line 4 Phase 1,2021,2026,0.0,26.2,1,26.2,,,19,117,0.0,4414.33,168.48587786259543
286,CN,Xuzhou,Line 6 Phase 1,2021,2026,0.0,22.912,1,22.912,,,16,117,0.0,4578.523,199.83078736033522
287,CN,Shenzhen,Line 6 Phase 1,2015,2020,0.0,37.626,0.345771541,13.01,24.8358,0,20,138,0.0,4438.637173629243,117.96728787618251
288,CN,Shenzhen,Line 6 (feeder),2018,2022,0.0,6.13,0.865415986949429,5.305,0,0,4,,0.0,970.5602892392486,158.32957410101935
289,CN,Shenzhen,Line 3 Phase 4,2017,2022,0.0,9.35,0.7935828877,7.42,0,0,7,,0.0,2698.7119424985804,288.6322933153562
290,CN,Shenzhen,Line 12 Phase 2,2020,2022,0.0,8.05,1,8.05,,,6,138,0.0,2173.466,269.9957763975155
291,CN,Shenzhen,Line 13 Northern Extension,2021,2026,0.0,19.296,1,19.296,,,11,184,0.0,6663.32,345.32131011608624
292,CN,Shenzhen,Line 13 Southern Extension,2020,2025,0.0,4.47,1,4.47,0,0,3,,0.0,1241.6326989965653,277.7701787464352
295,CN,Shenzhen,Line 8 Phase 3,2020,2025,0.0,4.26,1,4.26,0,0,2.4305019028889356,,0.0,2081.398788845915,488.591264987304
297,CN,Shenzhen,Line 20 Phase 1,2022,2027,0.0,8.43,1,8.43,,,5,184,0.0,2678.234,317.70272835112695
298,CN,Hangzhou,Line 1 Phase 1,2007,2012,0.0,48,0.8852631578947369,42.49263157894737,,,31,,0.0,9607.237939057211,200.15079039702525
299,CN,Nanjing,Line 1 Phase 1,2000,2005,0.0,21.72,0.6597605893,14.33,6.05,1.552,16,,0.0,4908.774186991871,226.0024947970475
300,CN,Wuhan,Line 1 Phase 1,2000,2003,0.0,10.234,0,0,10.23,0,10,78,0.0,1269.9287573170734,124.0891887157586
301,CN,Wuhan,Line 1 Phase 2,2005,2010,0.0,18.25,0,0,18.25,0,16,,0.0,2270.243850903226,124.39692333716306
302,CN,Wuhan,Line 1 Phase 3 Hankou North,2011,2013,0.0,5.7,0,0,5.7,0,3,,0.0,807.7384903462716,141.70850707829325
304,CN,Hefei,Line 2 Eastern Extension,2020,2024,0.0,14.5,1,14.5,,,11,117,0.0,2427.7147210126313,167.42860144914698
305,CN,Hefei,Line 3 Southern Extension,2020,2024,0.0,11.25,1,11.25,,,8,117,0.0,2277.827984475158,202.47359862001403
306,CN,Hefei,Line 4 Southern Extension,2022,2027,0.0,13.97,0.47,6.55,,,8,117,0.0,1850.6883195845621,132.47589975551625
307,CN,Hefei,Line 6 Phase 1,2021,2026,0.0,27.5,1,27.5,,,17,117,0.0,5015.0804,182.36656
310,CN,Kunming,Line 1 Phase 1 and Line 2 Phase 1,2010,2014,0.0,42.1,0.6983372922,29.4,12.09,0.961,31,,0.0,8625.444229922588,204.87991044946764
313,CN,Beijing,Line 28,2017,2021,0.0,8.777,1,8.777,0,0,9,,0.0,3216.256409955526,366.44142758978313
318,CN,Beijing,Line 11 West,2019,2021,0.0,4.2,1,4.2,,,4,138,0.0,1430.0545898358264,340.48918805614915
320,CN,Shenzhen,Line 13,2021,2026,0.0,22.436,1,22.436,,,16,184,0.0,5585.669,248.96010875378855
321,CN,Beijing,Line 3 Phase 1+2,2016,2021,0.0,37.4,0.5561497326,20.8,0,0,27,,0.0,12240.791968508589,327.2939029012992
322,CN,Beijing,Line 12,2017,2021,0.0,29.2,1,29.2,0,0,21,,0.0,9556.66650071514,327.2830993395596
323,CN,Guangzhou,Line 13 Phase 2,2019,2024,0.0,33.5,1,33.5,,,23,184,0.0,10363.913302197865,309.3705463342647
324,CN,Guangzhou,Line 10,2017,2022,0.0,19.41,1,19.41,,,14,117,0.0,5791.032961079708,298.3530634250236
325,CN,Shenzhen,Line 12,2017,2022,0.0,40,1,40,0,0,33,,0.0,10076.763202513053,251.91908006282637
326,CN,Beijing,Line 8 Phase 4,2016,2018,0.0,3.4,0.290764705882353,0.9886,2.414,0,2,,0.0,1008.7592417421536,296.6938946300452
327,CN,Chengdu,Line 18 Phase 3,2019,2024,0.0,14.29,1,14.29,0,0,7,,0.0,3697.0552113182894,258.71624991730505
328,CN,Tianjin,M8 Phase 1,2017,2020,0.0,20,1,20,0,0,18,,0.0,5914.809670951873,295.7404835475936
329,CN,Beijing,Line 19 Phase 1,2017,2021,0.0,22.4,1,22.4,0,0,10,,0.0,6542.187129193266,292.06192541041366
330,CN,Beijing,Line 17,2015,2022,0.0,49.7,1,49.7,,,20,184,0.0,12886.467349221808,259.2850573284066
331,CN,Beijing,Line 16,2013,2021,0.0,49.8,1,49.8,0,0,29,,0.0,15718.579373017343,315.63412395617155
332,CN,Beijing,Line 25 Phase 2 (Fangshan Northern Extension),2017,2020,0.0,5,0.7562795038877426,3.7813975194387126,,,4,,0.0,1433.499975107271,286.6999950214542
333,CN,Tianjin,M10 Phase 1,2018,2022,0.0,21.22,1,21.22,,,21,117,0.0,5522.287794065941,260.23976409358824
334,CN,Tianjin,M7 Phase 1,2019,2024,0.0,26.53,1,26.53,,,21,138,0.0,6783.14783244738,255.67839549368188
335,CN,Wuhan,Line 12 (Ring),2020,2024,0.0,59.9,1,59.9,0,0,37,,0.0,14932.306616024245,249.28725569322614
336,CN,Nanchang,Line 2 Eastern Extension,2021,2026,0.0,10.42,1,10.42,,,9,117,0.0,2461.939,236.27053742802303
337,CN,Chengdu,Line 8 Phase 2,2019,2024,0.0,7.83,1,7.83,0,0,7,,0.0,1879.8072758422418,240.07755757883035
338,CN,Tianjin,M11 Phase 1,2019,2024,0.0,22.6,1,22.6,,,21,117,0.0,6000.903822465256,265.52671780819713
339,CN,Shenzhen,Line 16,2018,2023,0.0,27.6,1,27.6,0,0,24,,0.0,7273.552463691253,263.53450955403093
340,CN,Guangzhou,Line 12,2018,2023,0.0,37.6,1,37.6,,,25,138,0.0,9383.560300760017,249.56277395638338
341,CN,Beijing,Line 7 Phase 2 (Eastern Extension),2016,2020,0.0,17.2,0.8720930233,15,0,0,9,,0.0,4344.233689434059,252.5717261298871
343,CN,Hangzhou,Line 9 Phase 1,2017,2022,0.0,17.8,0.8852631578947369,15.757684210526318,,,14,,0.0,4436.8993395609305,249.26400784050168
344,CN,Shanghai,Jiamin Line,2021,2027,1.0,41.36,0.94,38.68,,,17,184,0.0,9536.1,230.56334622823985
345,CN,Beijing,Line 27 Phase 2 (Changping Southern Extension),2019,2021,0.0,16.6,0.7562795038877426,12.554239764536527,,,8,,0.0,4197.2643304066805,252.8472488196795
346,CN,Nanjing,Line 5,2021,2026,0.0,37.4,1,37.4,,,30,138,0.0,7996.4619999999995,213.80914438502674
347,CN,Tianjin,B1 Phase 1,2021,2026,0.0,31.6,0.8120789869857142,25.661695988748573,,,22,117,0.0,7064.84,223.57088607594937
348,CN,Shenzhen,Line 14,2020,2025,0.0,50.34,1,50.34,,,17,184,0.0,10260.61040353772,203.82618997889787
349,CN,Beijing,Line 6 Phase 1,2008,2012,0.0,30.4,1,30.4,,,20,156,0.0,10438.364456836776,343.36725186963076
350,CN,Changsha,Line 6 Central,2017,2021,0.0,26.5,1,26.5,0,0,20,,0.0,5907.614714425587,222.9288571481354
351,CN,Nanjing,Line 1 Northern Extension,2021,2026,0.0,6.54,0.92,6.04,,,5,138,0.0,1955.02,298.93272171253824
352,CN,Hangzhou,Line 10 Phase 1,2016,2021,0.0,15.184,1,15.184,,,12,138,0.0,3752.778,247.15345100105375
353,CN,Wuhan,Line 8 Phase 2,2016,2021,0.0,17.6,1,17.6,,,12,184,0.0,3751.8101299446057,213.17103011048894
354,CN,Changsha,Line 7 Phase 1,2017,2021,0.0,21.6,1,21.6,0,0,16,,0.0,4790.557692395561,221.78507835164635
355,CN,Nanchang,Line 3,2016,2021,0.0,28.5,1,28.5,,,22,117,0.0,5340.933,187.40115789473685
356,CN,Xiamen,Line 6,2017,2022,0.0,44.5,1,44.5,0,0,27,,0.0,10333.21182332182,232.2070072656589
357,CN,Nanjing,Line 4 Phase 2,2021,2025,0.0,10,1,10,,,6,117,0.0,2105.5899999999997,210.55899999999997
359,CN,Nanjing,Line 10 Phase 2,2020,2023,0.0,13.33,1,13.33,,,10,138,0.0,2511.412,188.40300075018754
360,CN,Guangzhou,Line 14 Phase 2,2017,2021,0.0,11.6,1,11.6,0,0,7,,0.0,2508.3584122878588,216.23779416274647
361,CN,Chengdu,Line 13 Phase 1,2019,2024,0.0,28.85,0.9116117850953206,26.3,0,0,19,,0.0,5964.326788783409,206.73576390930359
362,CN,Nanning,Line 5 Phase 1,2016,2021,0.0,20.22,1,20.22,,,17,117,0.0,3919.6,193.84767556874382
363,CN,Shanghai,Line 8 Phase 1,2004,2009,0.0,23.22,1,23.22,0,0,22,,0.0,8160.349527272729,351.4362414846137
364,CN,Guangzhou,Line 22,2017,2021,1.0,31,1,31,,,6,184,0.0,6606.026451735051,213.09762747532423
365,CN,Beijing,Line 22,2019,2022,0.0,78.6,0.62,48.5,0,0,20,,0.0,16126.688022624063,205.17414787053517
366,CN,Guangzhou,Line 5 Eastern Extension,2018,2022,0.0,9.7,1,9.7,0,0,6,,0.0,2077.1765154210184,214.14190880629056
367,CN,Hangzhou,Line 6 Phase 2,2017,2022,0.0,8.366,1,8.366,,,5,117,0.0,1557.9212382008495,186.2205639733265
368,CN,Xiamen,Line 2 Phase 2,2016,2020,0.0,15.5,1,15.5,0,0,9,,0.0,3462.3514166670143,223.3775107527106
371,CN,Fuzhou,Line 5 Phase 1,2020,2025,0.0,27.7,1,27.7,,,20,117,0.0,5451.4731923295385,196.80408636568734
372,CN,Nanjing,Line 9 Line 5,2016,2020,0.0,19.677,1,19.677,,,16,117,0.0,5434.626125516214,276.19180390894013
373,CN,Changsha,Line 5 South Extension,2018,2022,0.0,8.43,1,8.43,0,0,7,,0.0,1777.304301607376,210.8308780079924
374,CN,Wuhan,Line 5,2017,2021,0.0,33.59,0.75,25.33,,,26,138,0.0,5868.974245805904,174.72385370068184
375,CN,Chongqing,Line 5 Northern Extension,2019,2024,0.0,8.95,1,8.95,,,7,117,0.0,2127.1,237.66480446927375
376,CN,Beijing,Line 13A,2019,2022,0.0,30.2,0.6026490066225165,18.2,12.08,0,18,,0.0,6044.039496669365,200.13375816785978
378,CN,Changchun,Line 5 Phase 1,2021,2026,0.0,19.567,1,19.567,,,18,117,0.0,5045.108094047884,257.8375884932736
379,CN,Wuhan,Line 11 East,2017,2021,0.0,32.1,1,32.1,0,0,20,,0.0,7261.886705173047,226.2270001611541
380,CN,Nanjing,Line 2 Western Extension,2017,2020,0.0,5.6,1,5.6,0,0,4,,0.0,1262.4238463907652,225.4328297126367
381,CN,Nanning,Line 2 Eastern Extension,2017,2021,0.0,6.5,1,6.5,0,0,4,117,0.0,1294.0740997878588,199.08832304428597
382,CN,Nanjing,Line 7,2019,2024,0.0,35.49,1,35.49,,,27,117,0.0,7614.581646346472,214.55569586775067
383,CN,Fuzhou,Line 4 Phase 1,2017,2021,0.0,24.2,1,24.2,0,0,21,,0.0,5437.86122244396,224.7050091918992
384,CN,Chengdu,Line 30 Phase 1,2019,2024,0.0,24.78,1,24.78,0,0,24,117,0.0,4821.105294672158,194.55630729104752
385,CN,Beijing,Line 7 Phase 1,2009,2014,0.0,23.7,1,23.7,0,0,21,,0.0,4871.453095431199,205.54654411102103
386,CN,Nanchang,Line 4 Phase 1,2016,2021,0.0,38.2,0.8429319372,32.2,0,0,29,,0.0,8450.570840910146,221.21913196099857
388,CN,Hangzhou,Line 4 Phase 2,2017,2022,0.0,23.9,1,23.9,,,15,117,0.0,5176.222090173912,216.5783301327997
389,CN,Guangzhou,Line 8 Northern Extension,2017,2023,0.0,20,0.57,11.3,,,9,138,0.0,3774.1930671030223,188.7096533551511
390,CN,Changsha,Line 6 West,2018,2022,0.0,10.05,1,10.05,0,0,7,,0.0,1998.7077511015011,198.87639314442796
391,CN,Hangzhou,Line 8 Phase 1,2018,2022,0.0,17.1,1,17.1,,,9,138,0.0,3384.587643415466,197.9291019541208
392,CN,Guangzhou,Line 7 Phase 2,2018,2022,0.0,21.8,1,21.8,0,0,11,,0.0,4289.361578206593,196.75970542232076
393,CN,Suzhou,Line 7,2021,2026,0.0,29.6,1,29.6,,,25,117,0.0,5256.327,177.57861486486487
394,CN,Guangzhou,Line 18,2017,2023,1.0,62.5,1,62.5,,,9,184,0.0,12161.094149784982,194.5775063965597
395,CN,Shenyang,Line 6 Phase 1,2020,2026,0.0,36,1.0,36.0,,,32,,0.0,6646.929913908087,184.6369420530024
396,CN,Chengdu,Line 17 Phase 2,2019,2024,0.0,27.6,1,27.6,0,0,17,,0.0,5048.639669713717,182.92172716354045
397,CN,Nanning,Line 4 Phase 1,2015,2020,0.0,24.98,1,24.98,,,19,117,0.0,4336.456000324562,173.59711770714821
398,CN,Nanning,Line 3 Phase1,2015,2019,0.0,27.7,1,27.7,0,0,23,117,0.0,5705.3888926954605,205.97071814785056
399,CN,Guiyang,Line 3 Phase 1,2018,2023,0.0,43.135,1,43.135,0,0,29,,0.0,8334.33390726991,193.21511318580988
400,CN,Hefei,Line 5 Phase 1,2020,2025,0.0,40.22,1,40.22,,,33,117,0.0,7666.493879858277,190.61397016057379
401,CN,Hangzhou,Line 3 Phase 1,2017,2021,0.0,52.9,1,52.9,,,35,117,0.0,10525.101689881807,198.96222476147085
403,CN,Kunming,Line 1 Northwestern Extension,2020,2025,0.0,7.594,1,7.594,,,7,117,0.0,2237.0407757011876,294.58003367147586
404,CN,Chongqing,Line 10,2014,2020,0.0,44.09,0.811521887,35.78,7.06,1.3171,27,,0.0,7953.22368241427,180.38611209830503
405,CN,Nanjing,Line 6,2019,2023,0.0,32.365,1,32.365,,,19,117,0.0,7855.929999999999,242.72918275915336
406,CN,Hefei,Line 3 Phase 1,2014,2019,0.0,37.2,0.89,32.97,,,33,117,0.0,6896.268303932768,185.38355655733247
407,CN,Nanjing,Line S8 Southern Extension,2017,2020,0.0,2.5,1,2.5,0,0,2,,0.0,484.8652213060453,193.94608852241814
408,CN,Chongqing,Line 5A,2019,2024,0.0,28.96,0.6256906077,18.12,0,0,19,,0.0,5200.361771117492,179.57050314632224
409,CN,Fuzhou,Line 6,2015,2019,0.0,40.5,0.7901234568,32,0.455,8.05,20,,0.0,8175.07928190805,201.8538094298284
410,CN,Shanghai,Airport Contact Line,2019,2025,0.0,68.6,0.83,56.7,0,0,9,,0.0,12289.671709908525,179.14973338059076
411,CN,Zhengzhou,Line 12 Phase 1,2019,2024,0.0,17.034,1,17.034,,,12,117,0.0,2864.415,168.15868263473055
