,country,city,phase,start_year,end_year,rr,length,tunnelper,tunnel,elevated,atgrade,stations,platform_length_meters,anglo,real_cost_2021,cost_km_2021,country_name,Region,IncomeGroup,2021,rule_of_law,no_corruption,enforcement
254,CN,Shanghai,Line 1 (Shanghai Railway Station to Jinjiang Park),1990,1995,0.0,16.1,0.6502859413270686,10.469603655365804,,,13.0,,0.0,3497.984445538058,217.26611462969305,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
255,CN,Shanghai,Line 2 Phase 1,1995,1999,0.0,16.3,1.0,16.3,0.0,0.0,12.0,,0.0,8047.3111548556435,493.7000708500395,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
256,CN,Shanghai,Line 2 Eastern Extension 1,1999,2000,0.0,2.72,0.3198529412,0.87,0.305,1.5718,1.0,,0.0,187.89084197058824,69.0775154303633,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
257,CN,Shanghai,Line 2 Western Extension 1,2001,2006,0.0,6.155,1.0,6.155,0.0,0.0,4.0,,0.0,1776.4229456167284,288.61461342270155,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
258,CN,Shanghai,Line 2 Eastern Extension 2,2006,2010,0.0,30.8,0.698051948051948,21.5,8.565,0.983,10.0,,0.0,4373.568541079317,141.99897860647133,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
259,CN,Shanghai,Line 2 Western Extension 2,2005,2010,0.0,8.53,0.6502859413270686,5.546939079519895,,,3.0,,0.0,931.9968265032836,109.26105820671556,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
260,CN,Shanghai,Line 3,1997,2000,0.0,24.975,0.0,0.0,21.605,3.375,14.24924531095098,,0.0,5565.600782944785,222.8468781959874,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
261,CN,Shanghai,Line 3 Northern Extension,2001,2006,0.0,15.365,0.128799219,1.979,13.395,0.1306,10.0,,0.0,1641.8147569444448,106.8541983042268,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
262,CN,Shanghai,Line 4 Phase 1,2000,2005,0.0,22.032,0.9432643428,20.782,1.285,0.0368,9.0,,0.0,6151.8930967741935,279.22535842293905,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
263,CN,Shanghai,Line 5 Phase 1,2000,2002,0.0,17.206,0.0,0.0,16.7,0.51,11.0,,0.0,1935.218472727273,112.4734669724092,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
264,CN,Shanghai,Line 5 Southern Extension,2014,2018,0.0,19.628,0.3946912574,7.747,11.9743,0.0,9.0,,0.0,3009.224888982405,153.31286371420447,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
265,CN,Shanghai,Line 7 Phase 1,2005,2009,0.0,34.388,1.0,34.388,0.0,0.0,28.0,,0.0,8138.0390224845905,236.6534553473477,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
266,CN,Shanghai,Line 7 Northern Extension,2009,2011,0.0,9.978,0.7025456003,7.01,2.515,0.479,5.0,,0.0,1176.9255925083464,117.95205376912672,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
267,CN,Shanghai,Line 8 Phase 2,2004,2009,0.0,14.44,0.5706371191135734,8.24,6.2092,0.0,8.0,,0.0,2134.8551377151725,147.84315358138315,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
268,CN,Shanghai,Line 9 Phase 1,2003,2008,0.0,30.687,0.4817023495,14.782,15.9588,0.0,13.0,,0.0,7532.433129125002,245.46006873024413,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
269,CN,Shanghai,Line 9 Phase 2,2005,2009,0.0,14.5,1.0,14.5,0.0,0.0,10.0,,0.0,3890.591917701189,268.31668397939234,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
270,CN,Shanghai,Line 9 Phase 3,2009,2012,0.0,5.372,1.0,5.372,0.0,0.0,3.064942775192339,,0.0,1043.8364456836775,194.31058184729665,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
271,CN,Shanghai,Line 9 Phase 3 Eastern Extension,2013,2017,0.0,13.828,1.0,13.828,,,9.0,138,0.0,3749.8117661602337,271.1752795892561,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
272,CN,Shanghai,Line 10 Phase 1,2005,2010,0.0,36.221,1.0,36.221,0.0,0.0,31.0,138,0.0,10350.541182394303,285.76077917214616,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
273,CN,Shanghai,Line 11 Phase 1,2007,2009,0.0,46.008,0.4711354547,21.676,24.3853,0.0,21.0,,0.0,7512.610936679936,163.28923093114102,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
274,CN,Shanghai,Line 11 Phase 2,2008,2013,0.0,22.886,0.6502859413270686,14.882444053211293,,,13.0,,0.0,4116.997607498381,179.8915322685651,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
275,CN,Shanghai,Line 11 Huaqiao,2008,2013,0.0,6.0,0.0,0.0,6.0,0.0,3.0,,0.0,587.1445103173548,97.85741838622582,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
276,CN,Xuzhou,Line 4 Phase 1,2021,2026,0.0,26.2,1.0,26.2,,,19.0,117,0.0,4414.33,168.48587786259543,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
277,CN,Xuzhou,Line 6 Phase 1,2021,2026,0.0,22.912,1.0,22.912,,,16.0,117,0.0,4578.523,199.8307873603352,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
278,CN,Shenzhen,Line 6 Phase 1,2015,2020,0.0,37.626,0.345771541,13.01,24.8358,0.0,20.0,138,0.0,4438.637173629243,117.96728787618252,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
279,CN,Shenzhen,Line 6 (feeder),2018,2022,0.0,6.13,0.865415986949429,5.305,0.0,0.0,4.0,,0.0,970.5602892392486,158.32957410101935,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
280,CN,Shenzhen,Line 3 Phase 4,2017,2022,0.0,9.35,0.7935828877,7.42,0.0,0.0,7.0,,0.0,2698.7119424985804,288.6322933153562,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
281,CN,Shenzhen,Line 12 Phase 2,2020,2022,0.0,8.05,1.0,8.05,,,6.0,138,0.0,2173.466,269.9957763975155,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
282,CN,Shenzhen,Line 13 Northern Extension,2021,2026,0.0,19.296,1.0,19.296,,,11.0,184,0.0,6663.32,345.32131011608624,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
283,CN,Shenzhen,Line 13 Southern Extension,2020,2025,0.0,4.47,1.0,4.47,0.0,0.0,3.0,,0.0,1241.6326989965653,277.7701787464352,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
284,CN,Shenzhen,Line 8 Phase 3,2020,2025,0.0,4.26,1.0,4.26,0.0,0.0,2.430501902888936,,0.0,2081.398788845915,488.591264987304,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
285,CN,Shenzhen,Line 20 Phase 1,2022,2027,0.0,8.43,1.0,8.43,,,5.0,184,0.0,2678.234,317.7027283511269,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
286,CN,Hangzhou,Line 1 Phase 1,2007,2012,0.0,48.0,0.8852631578947369,42.49263157894737,,,31.0,,0.0,9607.237939057211,200.15079039702525,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
287,CN,Nanjing,Line 1 Phase 1,2000,2005,0.0,21.72,0.6597605893,14.33,6.05,1.552,16.0,,0.0,4908.774186991871,226.0024947970475,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
288,CN,Wuhan,Line 1 Phase 1,2000,2003,0.0,10.234,0.0,0.0,10.23,0.0,10.0,78,0.0,1269.9287573170734,124.0891887157586,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
289,CN,Wuhan,Line 1 Phase 2,2005,2010,0.0,18.25,0.0,0.0,18.25,0.0,16.0,,0.0,2270.243850903226,124.39692333716306,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
290,CN,Wuhan,Line 1 Phase 3 Hankou North,2011,2013,0.0,5.7,0.0,0.0,5.7,0.0,3.0,,0.0,807.7384903462716,141.70850707829325,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
291,CN,Hefei,Line 2 Eastern Extension,2020,2024,0.0,14.5,1.0,14.5,,,11.0,117,0.0,2427.714721012632,167.42860144914698,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
292,CN,Hefei,Line 3 Southern Extension,2020,2024,0.0,11.25,1.0,11.25,,,8.0,117,0.0,2277.827984475158,202.47359862001403,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
293,CN,Hefei,Line 4 Southern Extension,2022,2027,0.0,13.97,0.47,6.55,,,8.0,117,0.0,1850.688319584562,132.47589975551625,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
294,CN,Hefei,Line 6 Phase 1,2021,2026,0.0,27.5,1.0,27.5,,,17.0,117,0.0,5015.0804,182.36656,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
295,CN,Kunming,Line 1 Phase 1 and Line 2 Phase 1,2010,2014,0.0,42.1,0.6983372922,29.4,12.09,0.961,31.0,,0.0,8625.444229922588,204.87991044946764,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
296,CN,Beijing,Line 28,2017,2021,0.0,8.777,1.0,8.777,0.0,0.0,9.0,,0.0,3216.256409955526,366.44142758978313,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
297,CN,Beijing,Line 11 West,2019,2021,0.0,4.2,1.0,4.2,,,4.0,138,0.0,1430.0545898358264,340.48918805614915,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
298,CN,Shenzhen,Line 13,2021,2026,0.0,22.436,1.0,22.436,,,16.0,184,0.0,5585.669,248.96010875378852,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
299,CN,Beijing,Line 3 Phase 1+2,2016,2021,0.0,37.4,0.5561497326,20.8,0.0,0.0,27.0,,0.0,12240.791968508587,327.2939029012992,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
300,CN,Beijing,Line 12,2017,2021,0.0,29.2,1.0,29.2,0.0,0.0,21.0,,0.0,9556.66650071514,327.2830993395596,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
301,CN,Guangzhou,Line 13 Phase 2,2019,2024,0.0,33.5,1.0,33.5,,,23.0,184,0.0,10363.913302197863,309.3705463342647,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
302,CN,Guangzhou,Line 10,2017,2022,0.0,19.41,1.0,19.41,,,14.0,117,0.0,5791.032961079708,298.3530634250236,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
303,CN,Shenzhen,Line 12,2017,2022,0.0,40.0,1.0,40.0,0.0,0.0,33.0,,0.0,10076.763202513052,251.9190800628264,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
304,CN,Beijing,Line 8 Phase 4,2016,2018,0.0,3.4,0.290764705882353,0.9886,2.414,0.0,2.0,,0.0,1008.7592417421536,296.6938946300452,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
305,CN,Chengdu,Line 18 Phase 3,2019,2024,0.0,14.29,1.0,14.29,0.0,0.0,7.0,,0.0,3697.05521131829,258.71624991730505,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
306,CN,Tianjin,M8 Phase 1,2017,2020,0.0,20.0,1.0,20.0,0.0,0.0,18.0,,0.0,5914.809670951873,295.7404835475936,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
307,CN,Beijing,Line 19 Phase 1,2017,2021,0.0,22.4,1.0,22.4,0.0,0.0,10.0,,0.0,6542.187129193266,292.06192541041366,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
308,CN,Beijing,Line 17,2015,2022,0.0,49.7,1.0,49.7,,,20.0,184,0.0,12886.467349221808,259.2850573284066,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
309,CN,Beijing,Line 16,2013,2021,0.0,49.8,1.0,49.8,0.0,0.0,29.0,,0.0,15718.579373017345,315.63412395617155,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
310,CN,Beijing,Line 25 Phase 2 (Fangshan Northern Extension),2017,2020,0.0,5.0,0.7562795038877426,3.7813975194387126,,,4.0,,0.0,1433.499975107271,286.6999950214542,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
311,CN,Tianjin,M10 Phase 1,2018,2022,0.0,21.22,1.0,21.22,,,21.0,117,0.0,5522.287794065941,260.23976409358824,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
312,CN,Tianjin,M7 Phase 1,2019,2024,0.0,26.53,1.0,26.53,,,21.0,138,0.0,6783.14783244738,255.67839549368188,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
313,CN,Wuhan,Line 12 (Ring),2020,2024,0.0,59.9,1.0,59.9,0.0,0.0,37.0,,0.0,14932.306616024243,249.28725569322611,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
314,CN,Nanchang,Line 2 Eastern Extension,2021,2026,0.0,10.42,1.0,10.42,,,9.0,117,0.0,2461.939,236.27053742802303,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
315,CN,Chengdu,Line 8 Phase 2,2019,2024,0.0,7.83,1.0,7.83,0.0,0.0,7.0,,0.0,1879.8072758422416,240.07755757883035,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
316,CN,Tianjin,M11 Phase 1,2019,2024,0.0,22.6,1.0,22.6,,,21.0,117,0.0,6000.903822465256,265.52671780819713,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
317,CN,Shenzhen,Line 16,2018,2023,0.0,27.6,1.0,27.6,0.0,0.0,24.0,,0.0,7273.552463691253,263.53450955403093,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
318,CN,Guangzhou,Line 12,2018,2023,0.0,37.6,1.0,37.6,,,25.0,138,0.0,9383.560300760017,249.56277395638335,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
319,CN,Beijing,Line 7 Phase 2 (Eastern Extension),2016,2020,0.0,17.2,0.8720930233,15.0,0.0,0.0,9.0,,0.0,4344.233689434059,252.5717261298871,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
320,CN,Hangzhou,Line 9 Phase 1,2017,2022,0.0,17.8,0.8852631578947369,15.757684210526318,,,14.0,,0.0,4436.8993395609305,249.26400784050168,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
321,CN,Shanghai,Jiamin Line,2021,2027,1.0,41.36,0.94,38.68,,,17.0,184,0.0,9536.1,230.56334622823985,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
322,CN,Beijing,Line 27 Phase 2 (Changping Southern Extension),2019,2021,0.0,16.6,0.7562795038877426,12.554239764536527,,,8.0,,0.0,4197.2643304066805,252.8472488196795,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
323,CN,Nanjing,Line 5,2021,2026,0.0,37.4,1.0,37.4,,,30.0,138,0.0,7996.461999999999,213.80914438502677,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
324,CN,Tianjin,B1 Phase 1,2021,2026,0.0,31.6,0.8120789869857142,25.661695988748573,,,22.0,117,0.0,7064.84,223.57088607594935,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
325,CN,Shenzhen,Line 14,2020,2025,0.0,50.34,1.0,50.34,,,17.0,184,0.0,10260.61040353772,203.82618997889787,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
326,CN,Beijing,Line 6 Phase 1,2008,2012,0.0,30.4,1.0,30.4,,,20.0,156,0.0,10438.364456836776,343.3672518696308,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
327,CN,Changsha,Line 6 Central,2017,2021,0.0,26.5,1.0,26.5,0.0,0.0,20.0,,0.0,5907.614714425587,222.9288571481354,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
328,CN,Nanjing,Line 1 Northern Extension,2021,2026,0.0,6.54,0.92,6.04,,,5.0,138,0.0,1955.02,298.93272171253824,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
329,CN,Hangzhou,Line 10 Phase 1,2016,2021,0.0,15.184,1.0,15.184,,,12.0,138,0.0,3752.778,247.15345100105372,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
330,CN,Wuhan,Line 8 Phase 2,2016,2021,0.0,17.6,1.0,17.6,,,12.0,184,0.0,3751.8101299446057,213.1710301104889,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
331,CN,Changsha,Line 7 Phase 1,2017,2021,0.0,21.6,1.0,21.6,0.0,0.0,16.0,,0.0,4790.557692395561,221.78507835164635,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
332,CN,Nanchang,Line 3,2016,2021,0.0,28.5,1.0,28.5,,,22.0,117,0.0,5340.933,187.40115789473683,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
333,CN,Xiamen,Line 6,2017,2022,0.0,44.5,1.0,44.5,0.0,0.0,27.0,,0.0,10333.21182332182,232.2070072656589,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
334,CN,Nanjing,Line 4 Phase 2,2021,2025,0.0,10.0,1.0,10.0,,,6.0,117,0.0,2105.59,210.559,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
335,CN,Nanjing,Line 10 Phase 2,2020,2023,0.0,13.33,1.0,13.33,,,10.0,138,0.0,2511.412,188.40300075018757,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
336,CN,Guangzhou,Line 14 Phase 2,2017,2021,0.0,11.6,1.0,11.6,0.0,0.0,7.0,,0.0,2508.3584122878588,216.23779416274647,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
337,CN,Chengdu,Line 13 Phase 1,2019,2024,0.0,28.85,0.9116117850953206,26.3,0.0,0.0,19.0,,0.0,5964.326788783409,206.7357639093036,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
338,CN,Nanning,Line 5 Phase 1,2016,2021,0.0,20.22,1.0,20.22,,,17.0,117,0.0,3919.6,193.84767556874385,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
339,CN,Shanghai,Line 8 Phase 1,2004,2009,0.0,23.22,1.0,23.22,0.0,0.0,22.0,,0.0,8160.349527272729,351.4362414846137,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
340,CN,Guangzhou,Line 22,2017,2021,1.0,31.0,1.0,31.0,,,6.0,184,0.0,6606.026451735051,213.09762747532423,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
341,CN,Beijing,Line 22,2019,2022,0.0,78.6,0.62,48.5,0.0,0.0,20.0,,0.0,16126.688022624065,205.1741478705352,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
342,CN,Guangzhou,Line 5 Eastern Extension,2018,2022,0.0,9.7,1.0,9.7,0.0,0.0,6.0,,0.0,2077.1765154210184,214.14190880629056,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
343,CN,Hangzhou,Line 6 Phase 2,2017,2022,0.0,8.366,1.0,8.366,,,5.0,117,0.0,1557.9212382008495,186.2205639733265,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
344,CN,Xiamen,Line 2 Phase 2,2016,2020,0.0,15.5,1.0,15.5,0.0,0.0,9.0,,0.0,3462.3514166670143,223.3775107527106,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
345,CN,Fuzhou,Line 5 Phase 1,2020,2025,0.0,27.7,1.0,27.7,,,20.0,117,0.0,5451.4731923295385,196.8040863656873,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
346,CN,Nanjing,Line 9 Line 5,2016,2020,0.0,19.677,1.0,19.677,,,16.0,117,0.0,5434.626125516214,276.19180390894013,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
347,CN,Changsha,Line 5 South Extension,2018,2022,0.0,8.43,1.0,8.43,0.0,0.0,7.0,,0.0,1777.304301607376,210.8308780079924,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
348,CN,Wuhan,Line 5,2017,2021,0.0,33.59,0.75,25.33,,,26.0,138,0.0,5868.974245805904,174.72385370068184,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
349,CN,Chongqing,Line 5 Northern Extension,2019,2024,0.0,8.95,1.0,8.95,,,7.0,117,0.0,2127.1,237.66480446927372,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
350,CN,Beijing,Line 13A,2019,2022,0.0,30.2,0.6026490066225165,18.2,12.08,0.0,18.0,,0.0,6044.039496669365,200.13375816785975,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
351,CN,Changchun,Line 5 Phase 1,2021,2026,0.0,19.567,1.0,19.567,,,18.0,117,0.0,5045.108094047884,257.8375884932736,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
352,CN,Wuhan,Line 11 East,2017,2021,0.0,32.1,1.0,32.1,0.0,0.0,20.0,,0.0,7261.886705173047,226.2270001611541,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
353,CN,Nanjing,Line 2 Western Extension,2017,2020,0.0,5.6,1.0,5.6,0.0,0.0,4.0,,0.0,1262.4238463907652,225.4328297126367,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
354,CN,Nanning,Line 2 Eastern Extension,2017,2021,0.0,6.5,1.0,6.5,0.0,0.0,4.0,117,0.0,1294.0740997878588,199.088323044286,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
355,CN,Nanjing,Line 7,2019,2024,0.0,35.49,1.0,35.49,,,27.0,117,0.0,7614.581646346472,214.55569586775067,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
356,CN,Fuzhou,Line 4 Phase 1,2017,2021,0.0,24.2,1.0,24.2,0.0,0.0,21.0,,0.0,5437.86122244396,224.7050091918992,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
357,CN,Chengdu,Line 30 Phase 1,2019,2024,0.0,24.78,1.0,24.78,0.0,0.0,24.0,117,0.0,4821.105294672158,194.55630729104752,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
358,CN,Beijing,Line 7 Phase 1,2009,2014,0.0,23.7,1.0,23.7,0.0,0.0,21.0,,0.0,4871.453095431199,205.54654411102103,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
359,CN,Nanchang,Line 4 Phase 1,2016,2021,0.0,38.2,0.8429319372,32.2,0.0,0.0,29.0,,0.0,8450.570840910146,221.21913196099857,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
360,CN,Hangzhou,Line 4 Phase 2,2017,2022,0.0,23.9,1.0,23.9,,,15.0,117,0.0,5176.222090173912,216.5783301327997,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
361,CN,Guangzhou,Line 8 Northern Extension,2017,2023,0.0,20.0,0.57,11.3,,,9.0,138,0.0,3774.1930671030223,188.7096533551511,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
362,CN,Changsha,Line 6 West,2018,2022,0.0,10.05,1.0,10.05,0.0,0.0,7.0,,0.0,1998.707751101501,198.876393144428,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
363,CN,Hangzhou,Line 8 Phase 1,2018,2022,0.0,17.1,1.0,17.1,,,9.0,138,0.0,3384.587643415466,197.9291019541208,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
364,CN,Guangzhou,Line 7 Phase 2,2018,2022,0.0,21.8,1.0,21.8,0.0,0.0,11.0,,0.0,4289.361578206593,196.7597054223208,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
365,CN,Suzhou,Line 7,2021,2026,0.0,29.6,1.0,29.6,,,25.0,117,0.0,5256.327,177.57861486486487,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
366,CN,Guangzhou,Line 18,2017,2023,1.0,62.5,1.0,62.5,,,9.0,184,0.0,12161.094149784982,194.5775063965597,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
367,CN,Shenyang,Line 6 Phase 1,2020,2026,0.0,36.0,1.0,36.0,,,32.0,,0.0,6646.929913908087,184.6369420530024,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
368,CN,Chengdu,Line 17 Phase 2,2019,2024,0.0,27.6,1.0,27.6,0.0,0.0,17.0,,0.0,5048.639669713717,182.92172716354045,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
369,CN,Nanning,Line 4 Phase 1,2015,2020,0.0,24.98,1.0,24.98,,,19.0,117,0.0,4336.456000324562,173.5971177071482,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
370,CN,Nanning,Line 3 Phase1,2015,2019,0.0,27.7,1.0,27.7,0.0,0.0,23.0,117,0.0,5705.3888926954605,205.97071814785056,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
371,CN,Guiyang,Line 3 Phase 1,2018,2023,0.0,43.135,1.0,43.135,0.0,0.0,29.0,,0.0,8334.33390726991,193.21511318580988,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
372,CN,Hefei,Line 5 Phase 1,2020,2025,0.0,40.22,1.0,40.22,,,33.0,117,0.0,7666.493879858277,190.61397016057376,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
373,CN,Hangzhou,Line 3 Phase 1,2017,2021,0.0,52.9,1.0,52.9,,,35.0,117,0.0,10525.101689881809,198.96222476147085,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
374,CN,Kunming,Line 1 Northwestern Extension,2020,2025,0.0,7.594,1.0,7.594,,,7.0,117,0.0,2237.040775701188,294.58003367147586,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
375,CN,Chongqing,Line 10,2014,2020,0.0,44.09,0.811521887,35.78,7.06,1.3171,27.0,,0.0,7953.22368241427,180.38611209830503,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
376,CN,Nanjing,Line 6,2019,2023,0.0,32.365,1.0,32.365,,,19.0,117,0.0,7855.929999999999,242.72918275915336,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
